combined_position,case_id,pool,selection_status,converged,dropped,has_archive_manifest_row,archive_exists,archive_path,drop_reason,flow_converged_reported,raw_enthalpy_passed,raw_temperature_extrema_passed,raw_temperature_max_T_K,wall_time_sec
839,ood_fresh_0050,ood_fresh,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,779.96688,162.068
840,ood_fresh_0016,ood_fresh,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_fresh_0016.tar.gz,,true,true,true,488.55936,69.417
841,id_train_pbf01_0020,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0020.tar.gz,,true,true,true,344.9425,96.691
842,id_train_pbf01_0019,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0019.tar.gz,,true,true,true,309.10374,19.138
843,id_train_pbf01_0018,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0018.tar.gz,,true,true,true,426.65292,169.899
844,id_train_pbf01_0033,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0033.tar.gz,,true,true,true,323.4995,31.992
845,id_train_pbf01_0034,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0034.tar.gz,,true,true,true,332.18401,10.549
846,id_train_pbf01_0035,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0035.tar.gz,,true,true,true,381.32955,27.102
847,id_train_pbf01_0041,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0041.tar.gz,,true,true,true,348.36494,74.979
848,id_train_pbf01_0039,id_train,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,594.65661,81.806
849,id_train_pbf01_0040,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0040.tar.gz,,true,true,true,404.63948,24.160
850,id_train_pbf01_0028,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0028.tar.gz,,true,true,true,336.54655,69.792
851,id_train_pbf01_0029,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0029.tar.gz,,true,true,true,343.28654,23.319
852,id_train_pbf01_0027,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0027.tar.gz,,true,true,true,344.35524,21.816
853,id_train_pbf01_0023,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0023.tar.gz,,true,true,true,311.6914,218.850
854,id_train_pbf01_0021,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0021.tar.gz,,true,true,true,339.55237,33.493
855,id_train_pbf01_0022,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0022.tar.gz,,true,true,true,356.20184,31.774
856,id_train_pbf01_0010,id_train,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,348.70356,194.172
857,id_train_pbf01_0009,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0009.tar.gz,,true,true,true,414.51531,64.632
858,id_train_pbf01_0011,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0011.tar.gz,,true,true,true,385.21426,14.682
859,id_train_pbf01_0013,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0013.tar.gz,,true,true,true,302.52853,58.001
860,id_train_pbf01_0012,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0012.tar.gz,,true,true,true,309.93127,33.315
861,id_train_pbf01_0014,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0014.tar.gz,,true,true,true,386.66077,153.803
862,id_train_pbf01_0016,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0016.tar.gz,,true,true,true,310.81203,27.571
863,id_train_pbf01_0015,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0015.tar.gz,,true,true,true,340.08247,47.472
864,id_train_pbf01_0017,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0017.tar.gz,,true,true,true,326.28356,32.030
865,id_train_pbf01_0024,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0024.tar.gz,,true,true,true,303.12586,40.749
866,id_train_pbf01_0026,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0026.tar.gz,,true,true,true,326.93535,167.636
867,id_train_pbf01_0025,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0025.tar.gz,,true,true,true,317.86196,38.704
868,id_train_pbf01_0038,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0038.tar.gz,,true,true,true,303.37951,30.044
869,id_train_pbf01_0037,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0037.tar.gz,,true,true,true,362.3888,43.479
870,id_train_pbf01_0036,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0036.tar.gz,,true,true,true,337.74983,39.664
871,id_train_pbf01_0006,id_train,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,302.73711,114.219
872,id_train_pbf01_0007,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0007.tar.gz,,true,true,true,305.20687,25.372
873,id_train_pbf01_0008,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0008.tar.gz,,true,true,true,395.97763,109.790
874,id_train_pbf01_0003,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0003.tar.gz,,true,true,true,318.99074,57.523
875,id_train_pbf01_0005,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0005.tar.gz,,true,true,true,314.33166,32.176
876,id_train_pbf01_0004,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0004.tar.gz,,true,true,true,351.43813,18.405
877,id_train_pbf01_0031,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0031.tar.gz,,true,true,true,322.63238,44.921
878,id_train_pbf01_0030,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0030.tar.gz,,true,true,true,362.63646,16.263
879,id_train_pbf01_0032,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0032.tar.gz,,true,true,true,380.13448,31.301
880,id_train_pbf01_0001,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0001.tar.gz,,true,true,true,348.47233,12.567
881,id_train_pbf01_0000,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0000.tar.gz,,true,true,true,358.72501,30.349
882,id_train_pbf01_0002,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf01_0002.tar.gz,,true,true,true,362.03671,14.568
883,ood_test_pbf01_0003,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf01_0003.tar.gz,,true,true,true,485.72821,131.698
884,ood_test_pbf01_0001,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,592.88431,138.928
885,ood_test_pbf01_0000,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,752.48597,113.165
886,ood_test_pbf01_0002,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf01_0002.tar.gz,,true,true,true,480.30081,179.021
887,ood_test_pbf01_0004,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf01_0004.tar.gz,,true,true,true,447.52531,54.401
888,ood_test_pbf01_0007,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf01_0007.tar.gz,,true,true,true,414.47901,43.287
889,ood_test_pbf01_0006,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf01_0006.tar.gz,,true,true,true,349.46828,93.953
890,ood_test_pbf01_0005,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf01_0005.tar.gz,,true,true,true,433.3776,23.296
891,id_train_pbf02_0018,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0018.tar.gz,,true,true,true,364.45657,47.141
892,id_train_pbf02_0019,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0019.tar.gz,,true,true,true,315.46655,13.170
893,id_train_pbf02_0020,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0020.tar.gz,,true,true,true,421.58198,197.281
894,id_train_pbf02_0072,id_train,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,320.71746,248.513
895,id_train_pbf02_0073,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0073.tar.gz,,true,true,true,345.29149,125.856
896,id_train_pbf02_0074,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0074.tar.gz,,true,true,true,369.35427,31.283
897,id_train_pbf02_0034,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0034.tar.gz,,true,true,true,308.14519,74.803
898,id_train_pbf02_0033,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0033.tar.gz,,true,true,true,318.29127,12.234
899,id_train_pbf02_0035,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0035.tar.gz,,true,true,true,441.4042,125.496
900,id_train_pbf02_0040,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0040.tar.gz,,true,true,true,311.8414,30.285
901,id_train_pbf02_0041,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0041.tar.gz,,true,true,true,429.70091,77.304
902,id_train_pbf02_0039,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0039.tar.gz,,true,true,true,347.09974,15.553
903,id_train_pbf02_0059,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0059.tar.gz,,true,true,true,307.75417,157.904
904,id_train_pbf02_0058,id_train,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,341.88691,234.268
905,id_train_pbf02_0057,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0057.tar.gz,,true,true,true,402.33147,68.273
906,id_train_pbf02_0063,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0063.tar.gz,,true,true,true,331.55463,38.160
907,id_train_pbf02_0064,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0064.tar.gz,,true,true,true,334.78651,37.827
908,id_train_pbf02_0065,id_train,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,332.40404,184.331
909,id_train_pbf02_0045,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0045.tar.gz,,true,true,true,304.52622,54.248
910,id_train_pbf02_0047,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0047.tar.gz,,true,true,true,311.15193,48.358
911,id_train_pbf02_0046,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0046.tar.gz,,true,true,true,314.38296,13.455
912,id_train_pbf02_0027,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0027.tar.gz,,true,true,true,305.26703,21.358
913,id_train_pbf02_0029,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0029.tar.gz,,true,true,true,414.9762,50.425
914,id_train_pbf02_0028,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0028.tar.gz,,true,true,true,363.53687,157.351
915,id_train_pbf02_0021,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0021.tar.gz,,true,true,true,342.64665,95.550
916,id_train_pbf02_0023,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0023.tar.gz,,true,true,true,343.4975,31.606
917,id_train_pbf02_0022,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0022.tar.gz,,true,true,true,362.88537,64.334
918,id_train_pbf02_0086,id_train,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,311.66608,155.056
919,id_train_pbf02_0084,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0084.tar.gz,,true,true,true,313.61824,23.306
920,id_train_pbf02_0085,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0085.tar.gz,,true,true,true,383.99364,47.580
921,id_train_pbf02_0009,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0009.tar.gz,,true,true,true,328.22242,108.705
922,id_train_pbf02_0010,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0010.tar.gz,,true,true,true,314.50887,78.238
923,id_train_pbf02_0011,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0011.tar.gz,,true,true,true,361.90205,48.505
924,id_train_pbf02_0066,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0066.tar.gz,,true,true,true,311.20237,43.341
925,id_train_pbf02_0067,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0067.tar.gz,,true,true,true,316.22806,58.822
926,id_train_pbf02_0068,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0068.tar.gz,,true,true,true,330.96715,21.640
927,id_train_pbf02_0012,id_train,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,326.34397,308.452
928,id_train_pbf02_0013,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0013.tar.gz,,true,true,true,322.7715,28.606
929,id_train_pbf02_0014,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0014.tar.gz,,true,true,true,441.64101,109.235
930,id_train_pbf02_0043,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0043.tar.gz,,true,true,true,363.50384,123.911
931,id_train_pbf02_0044,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0044.tar.gz,,true,true,true,332.50808,44.083
932,id_train_pbf02_0042,id_train,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,585.83427,108.853
933,id_train_pbf02_0061,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0061.tar.gz,,true,true,true,344.84104,65.633
934,id_train_pbf02_0062,id_train,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract; raw temperature extrema check failed,false,true,false,351.67737,180.307
935,id_train_pbf02_0060,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0060.tar.gz,,true,true,true,352.08801,34.915
936,id_train_pbf02_0016,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0016.tar.gz,,true,true,true,299.86562,38.193
937,id_train_pbf02_0015,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0015.tar.gz,,true,true,true,363.51633,27.133
938,id_train_pbf02_0017,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0017.tar.gz,,true,true,true,320.08755,9.842
939,id_train_pbf02_0024,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0024.tar.gz,,true,true,true,319.19049,24.426
940,id_train_pbf02_0026,id_train,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_train_pbf02_0026.tar.gz,,true,true,true,397.67969,66.468
941,id_train_pbf02_0025,id_train,unattempted,,,false,false,,,,,,,
942,id_train_pbf02_0038,id_train,unattempted,,,false,false,,,,,,,
943,id_train_pbf02_0037,id_train,unattempted,,,false,false,,,,,,,
944,id_train_pbf02_0036,id_train,unattempted,,,false,false,,,,,,,
945,id_train_pbf02_0079,id_train,unattempted,,,false,false,,,,,,,
946,id_train_pbf02_0078,id_train,unattempted,,,false,false,,,,,,,
947,id_train_pbf02_0080,id_train,unattempted,,,false,false,,,,,,,
948,id_train_pbf02_0006,id_train,unattempted,,,false,false,,,,,,,
949,id_train_pbf02_0008,id_train,unattempted,,,false,false,,,,,,,
950,id_train_pbf02_0007,id_train,unattempted,,,false,false,,,,,,,
951,id_train_pbf02_0071,id_train,unattempted,,,false,false,,,,,,,
952,id_train_pbf02_0069,id_train,unattempted,,,false,false,,,,,,,
953,id_train_pbf02_0070,id_train,unattempted,,,false,false,,,,,,,
954,id_train_pbf02_0048,id_train,unattempted,,,false,false,,,,,,,
955,id_train_pbf02_0049,id_train,unattempted,,,false,false,,,,,,,
956,id_train_pbf02_0050,id_train,unattempted,,,false,false,,,,,,,
957,id_train_pbf02_0005,id_train,unattempted,,,false,false,,,,,,,
958,id_train_pbf02_0004,id_train,unattempted,,,false,false,,,,,,,
959,id_train_pbf02_0003,id_train,unattempted,,,false,false,,,,,,,
960,id_train_pbf02_0051,id_train,unattempted,,,false,false,,,,,,,
961,id_train_pbf02_0053,id_train,unattempted,,,false,false,,,,,,,
962,id_train_pbf02_0052,id_train,unattempted,,,false,false,,,,,,,
963,id_train_pbf02_0055,id_train,unattempted,,,false,false,,,,,,,
964,id_train_pbf02_0056,id_train,unattempted,,,false,false,,,,,,,
965,id_train_pbf02_0054,id_train,unattempted,,,false,false,,,,,,,
966,id_train_pbf02_0032,id_train,unattempted,,,false,false,,,,,,,
967,id_train_pbf02_0030,id_train,unattempted,,,false,false,,,,,,,
968,id_train_pbf02_0031,id_train,unattempted,,,false,false,,,,,,,
969,id_train_pbf02_0082,id_train,unattempted,,,false,false,,,,,,,
970,id_train_pbf02_0081,id_train,unattempted,,,false,false,,,,,,,
971,id_train_pbf02_0083,id_train,unattempted,,,false,false,,,,,,,
972,id_train_pbf02_0001,id_train,unattempted,,,false,false,,,,,,,
973,id_train_pbf02_0002,id_train,unattempted,,,false,false,,,,,,,
974,id_train_pbf02_0000,id_train,unattempted,,,false,false,,,,,,,
975,id_train_pbf02_0075,id_train,unattempted,,,false,false,,,,,,,
976,id_train_pbf02_0076,id_train,unattempted,,,false,false,,,,,,,
977,id_train_pbf02_0077,id_train,unattempted,,,false,false,,,,,,,
978,ood_test_pbf02_0000,ood_test,unattempted,,,false,false,,,,,,,
979,ood_test_pbf02_0002,ood_test,unattempted,,,false,false,,,,,,,
980,ood_test_pbf02_0003,ood_test,unattempted,,,false,false,,,,,,,
981,ood_test_pbf02_0001,ood_test,unattempted,,,false,false,,,,,,,
982,ood_test_pbf02_0007,ood_test,unattempted,,,false,false,,,,,,,
983,ood_test_pbf02_0006,ood_test,unattempted,,,false,false,,,,,,,
984,ood_test_pbf02_0005,ood_test,unattempted,,,false,false,,,,,,,
985,ood_test_pbf02_0004,ood_test,unattempted,,,false,false,,,,,,,
986,id_calibration_pbf03_0001,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_pbf03_0001.tar.gz,,true,true,true,347.467,47.883
987,id_calibration_pbf03_0003,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_pbf03_0003.tar.gz,,true,true,true,459.14694,141.019
988,id_calibration_pbf03_0004,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_pbf03_0004.tar.gz,,true,true,true,319.37339,29.654
989,id_calibration_pbf03_0000,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_pbf03_0000.tar.gz,,true,true,true,411.72118,30.865
990,id_calibration_pbf03_0002,id_calibration,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_calibration_pbf03_0002.tar.gz,,true,true,true,309.33777,21.775
991,id_test_pbf03_0001,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_pbf03_0001.tar.gz,,true,true,true,378.80215,51.223
992,id_test_pbf03_0002,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_pbf03_0002.tar.gz,,true,true,true,311.88848,204.358
993,id_test_pbf03_0003,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_pbf03_0003.tar.gz,,true,true,true,344.33205,8.472
994,id_test_pbf03_0005,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_pbf03_0005.tar.gz,,true,true,true,342.81148,46.683
995,id_test_pbf03_0006,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_pbf03_0006.tar.gz,,true,true,true,343.67575,44.109
996,id_test_pbf03_0000,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_pbf03_0000.tar.gz,,true,true,true,454.25976,122.027
997,id_test_pbf03_0004,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_pbf03_0004.tar.gz,,true,true,true,316.61814,50.212
998,id_test_pbf03_0007,id_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/id_test_pbf03_0007.tar.gz,,true,true,true,300.04392,24.556
999,ood_test_pbf03_0086,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0086.tar.gz,,true,true,true,333.45958,123.516
1000,ood_test_pbf03_0087,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0087.tar.gz,,true,true,true,396.88213,251.158
1001,ood_test_pbf03_0079,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0079.tar.gz,,true,true,true,346.24279,159.017
1002,ood_test_pbf03_0078,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,554.03534,131.941
1003,ood_test_pbf03_0016,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,671.09402,97.868
1004,ood_test_pbf03_0017,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0017.tar.gz,,true,true,true,464.83549,54.628
1005,ood_test_pbf03_0064,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,795.15704,163.817
1006,ood_test_pbf03_0065,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,588.89092,115.178
1007,ood_test_pbf03_0031,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,689.2786,165.150
1008,ood_test_pbf03_0030,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,604.81306,165.335
1009,ood_test_pbf03_0089,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0089.tar.gz,,true,true,true,400.81764,89.615
1010,ood_test_pbf03_0088,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract; raw temperature extrema check failed,false,true,false,1017.9143,593.665
1011,ood_test_pbf03_0029,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,792.11453,121.431
1012,ood_test_pbf03_0028,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,622.4092,93.773
1013,ood_test_pbf03_0075,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,652.26094,161.883
1014,ood_test_pbf03_0074,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,565.43512,112.070
1015,ood_test_pbf03_0018,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract; raw temperature extrema check failed,false,true,false,501.33375,434.159
1016,ood_test_pbf03_0019,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract; raw temperature extrema check failed,false,true,false,608.89027,342.003
1017,ood_test_pbf03_0104,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,1189.0593,260.458
1018,ood_test_pbf03_0105,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,604.95791,69.638
1019,ood_test_pbf03_0051,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,757.51395,95.348
1020,ood_test_pbf03_0050,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,713.88233,133.929
1021,ood_test_pbf03_0053,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,454.77889,332.850
1022,ood_test_pbf03_0052,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0052.tar.gz,,true,true,true,341.73225,25.848
1023,ood_test_pbf03_0058,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0058.tar.gz,,true,true,true,409.77148,93.670
1024,ood_test_pbf03_0059,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0059.tar.gz,,true,true,true,371.18483,57.952
1025,ood_test_pbf03_0066,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,640.19855,100.593
1026,ood_test_pbf03_0067,ood_test,dropped,false,true,false,false,,raw temperature extrema check failed,true,true,false,949.02385,127.046
1027,ood_test_pbf03_0005,ood_test,dropped,false,true,false,false,,flow solver did not report convergence; flow residuals did not meet convergence contract,false,true,true,439.86764,399.642
1028,ood_test_pbf03_0004,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0004.tar.gz,,true,true,true,440.77223,51.470
1029,ood_test_pbf03_0014,ood_test,retained,true,false,true,true,evidence_pack_tier2_steady/03_data/solver_outputs/ood_test_pbf03_0014.tar.gz,,true,true,true,383.31672,139.721
